timestamp,open,high,low,close,volume
2024-01-01 07:10:00+00:00,41401.2,41461.63,41355.72,41400.78,2002.0
2024-01-01 07:15:00+00:00,41400.78,41440.51,41322.49,41384.25,1250.92
2024-01-01 07:20:00+00:00,41384.25,41475.2,41332.89,41427.68,1623.94
2024-01-01 07:25:00+00:00,41427.68,41504.05,41384.19,41452.03,2552.22
2024-01-01 07:30:00+00:00,41452.03,41496.36,41416.83,41451.13,2547.96
2024-01-01 07:35:00+00:00,41451.13,41511.25,41392.0,41476.06,1762.07
2024-01-01 07:40:00+00:00,41476.06,41520.79,41429.82,41463.38,5453.14
2024-01-01 07:45:00+00:00,41463.38,41545.07,41416.31,41502.64,937.4
2024-01-01 07:50:00+00:00,41502.64,41542.43,41439.89,41502.44,2300.5
2024-01-01 07:55:00+00:00,41502.44,41562.79,41437.55,41524.23,1403.69
2024-01-01 08:00:00+00:00,41524.23,41560.97,41431.34,41475.99,1233.28
2024-01-01 08:05:00+00:00,41475.99,41550.11,41440.93,41488.93,3061.05
2024-01-01 08:10:00+00:00,41488.93,41537.14,41389.6,41425.89,1780.78
2024-01-01 08:15:00+00:00,41425.89,41483.08,41286.83,41350.01,1030.25
2024-01-01 08:20:00+00:00,41350.01,41408.79,41303.58,41338.67,1064.72
2024-01-01 08:25:00+00:00,41338.67,41399.93,41242.51,41305.19,1195.05
2024-01-01 08:30:00+00:00,41305.19,41363.75,41241.63,41311.29,1653.2
2024-01-01 08:35:00+00:00,41311.29,41455.84,41271.11,41394.75,1464.61
2024-01-01 08:40:00+00:00,41394.75,41432.36,41304.75,41363.77,1438.31
2024-01-01 08:45:00+00:00,41363.77,41403.07,41292.76,41340.54,1785.84
2024-01-01 08:50:00+00:00,41340.54,41402.65,41286.04,41348.18,2371.0
2024-01-01 08:55:00+00:00,41348.18,41412.06,41308.85,41366.53,1701.94
2024-01-01 09:00:00+00:00,41366.53,41405.94,41300.85,41359.96,4001.22
2024-01-01 09:05:00+00:00,41359.96,41405.33,41307.42,41352.29,2626.62
2024-01-01 09:10:00+00:00,41352.29,41424.64,41296.41,41378.44,1117.18
2024-01-01 09:15:00+00:00,41378.44,41460.37,41313.18,41397.8,1582.49
2024-01-01 09:20:00+00:00,41397.8,41445.15,41317.0,41359.29,2051.28
2024-01-01 09:25:00+00:00,41359.29,41421.93,41307.69,41356.34,875.5
2024-01-01 09:30:00+00:00,41356.34,41397.51,41320.47,41357.65,1516.3
2024-01-01 09:35:00+00:00,41357.65,41419.49,41262.56,41318.4,2878.66
2024-01-01 09:40:00+00:00,41318.4,41388.38,41257.55,41328.07,965.02
2024-01-01 09:45:00+00:00,41328.07,41366.99,41251.81,41296.15,3661.8
2024-01-01 09:50:00+00:00,41296.15,41390.71,41241.3,41332.28,1751.81
2024-01-01 09:55:00+00:00,41332.28,41398.81,41290.16,41339.45,2912.6
2024-01-01 10:00:00+00:00,41339.45,41401.97,41302.5,41342.77,1504.64
2024-01-01 10:05:00+00:00,41342.77,41405.55,41280.92,41320.78,620.32
2024-01-01 10:10:00+00:00,41320.78,41368.87,41272.55,41316.37,1247.55
2024-01-01 10:15:00+00:00,41316.37,41365.59,41183.98,41242.09,2659.42
2024-01-01 10:20:00+00:00,41242.09,41283.37,41153.64,41200.09,2560.4
2024-01-01 10:25:00+00:00,41200.09,41262.95,41153.97,41213.55,2883.53
2024-01-01 10:30:00+00:00,41213.55,41276.87,41071.84,41134.59,1224.38
2024-01-01 10:35:00+00:00,41134.59,41219.58,41099.37,41165.93,1875.25
2024-01-01 10:40:00+00:00,41165.93,41225.33,41043.15,41101.24,2620.79
2024-01-01 10:45:00+00:00,41101.24,41190.7,41068.15,41129.24,946.28
2024-01-01 10:50:00+00:00,41129.24,41182.19,41039.49,41097.94,1146.36
2024-01-01 10:55:00+00:00,41097.94,41177.82,41039.5,41126.75,1033.86
2024-01-01 11:00:00+00:00,41126.75,41171.47,41092.51,41131.6,3214.61
2024-01-01 11:05:00+00:00,41131.6,41183.59,41027.32,41074.71,1627.3
2024-01-01 11:10:00+00:00,41074.71,41174.16,41037.88,41120.88,1543.6
2024-01-01 11:15:00+00:00,41120.88,41208.8,41068.1,41174.24,508.94
2024-01-01 11:20:00+00:00,41174.24,41207.33,41123.45,41171.8,2619.09
2024-01-01 11:25:00+00:00,41171.8,41236.86,41122.7,41161.65,1018.05
2024-01-01 11:30:00+00:00,41161.65,41196.3,41093.71,41155.73,1501.02
2024-01-01 11:35:00+00:00,41155.73,41215.24,41075.78,41119.61,1311.26
2024-01-01 11:40:00+00:00,41119.61,41213.76,41078.29,41160.27,1609.01
2024-01-01 11:45:00+00:00,41160.27,41220.65,41077.17,41140.16,2340.36
2024-01-01 11:50:00+00:00,41140.16,41190.99,41072.46,41138.26,1611.11
2024-01-01 11:55:00+00:00,41138.26,41189.39,41066.18,41108.89,777.9
2024-01-01 12:00:00+00:00,41108.89,41149.03,41045.52,41085.73,1662.11
2024-01-01 12:05:00+00:00,41085.73,41138.05,40998.49,41038.48,3078.97
2024-01-01 12:10:00+00:00,41038.48,41147.11,40996.54,41084.91,2101.42
2024-01-01 12:15:00+00:00,41084.91,41125.28,41018.21,41079.21,2077.86
2024-01-01 12:20:00+00:00,41079.21,41178.26,41027.94,41114.92,994.73
2024-01-01 12:25:00+00:00,41114.92,41156.57,41073.06,41115.41,1510.71
2024-01-01 12:30:00+00:00,41115.41,41169.41,41036.83,41089.72,2028.8
2024-01-01 12:35:00+00:00,41089.72,41152.66,41039.05,41077.64,1548.84
2024-01-01 12:40:00+00:00,41077.64,41137.51,41021.44,41056.93,3197.67
2024-01-01 12:45:00+00:00,41056.93,41100.26,41009.67,41057.22,4296.77
2024-01-01 12:50:00+00:00,41057.22,41108.51,41004.37,41043.35,1403.49
2024-01-01 12:55:00+00:00,41043.35,41102.23,40974.32,41032.27,559.41
2024-01-01 13:00:00+00:00,41032.27,41097.2,40942.84,40981.37,402.05
2024-01-01 13:05:00+00:00,40981.37,41038.33,40902.24,40951.61,1553.98
2024-01-01 13:10:00+00:00,40951.61,41075.66,40893.1,41012.57,1186.75
2024-01-01 13:15:00+00:00,41012.57,41062.31,40948.86,40987.79,1375.29
2024-01-01 13:20:00+00:00,40987.79,41040.8,40896.69,40948.91,1545.28
2024-01-01 13:25:00+00:00,40948.91,41002.41,40905.05,40961.34,1627.21
2024-01-01 13:30:00+00:00,40961.34,41058.95,40909.58,41013.22,1766.82
2024-01-01 13:35:00+00:00,41013.22,41057.55,40921.05,40959.55,1192.5
2024-01-01 13:40:00+00:00,40959.55,41023.91,40898.65,40951.86,2259.79
2024-01-01 13:45:00+00:00,40951.86,41016.14,40887.66,40928.57,3342.34
2024-01-01 13:50:00+00:00,40928.57,40991.91,40816.34,40863.7,733.65
2024-01-01 13:55:00+00:00,40863.7,40937.03,40825.56,40890.73,1254.34
2024-01-01 14:00:00+00:00,40890.73,40954.77,40836.22,40889.86,1761.67
2024-01-01 14:05:00+00:00,40889.86,40946.26,40838.98,40892.49,905.51
2024-01-01 14:10:00+00:00,40892.49,40931.8,40827.15,40864.81,1290.4
2024-01-01 14:15:00+00:00,40864.81,40929.9,40831.88,40881.53,1357.95
2024-01-01 14:20:00+00:00,40881.53,40917.72,40799.16,40861.69,1755.06
2024-01-01 14:25:00+00:00,40861.69,40911.75,40811.44,40856.43,4076.59
2024-01-01 14:30:00+00:00,40856.43,40920.15,40775.49,40815.68,1908.0
2024-01-01 14:35:00+00:00,40815.68,40861.87,40714.61,40771.01,1196.38
2024-01-01 14:40:00+00:00,40771.01,40865.02,40725.03,40820.02,2392.54
2024-01-01 14:45:00+00:00,40820.02,40855.11,40758.38,40801.39,3996.47
2024-01-01 14:50:00+00:00,40801.39,40860.68,40743.98,40812.1,2744.64
2024-01-01 14:55:00+00:00,40812.1,40866.93,40769.29,40810.86,1168.8
2024-01-01 15:00:00+00:00,40810.86,40873.7,40744.29,40794.65,1053.26
2024-01-01 15:05:00+00:00,40794.65,40838.46,40715.71,40776.0,1567.73
2024-01-01 15:10:00+00:00,40776.0,40839.93,40736.91,40799.13,1124.0
2024-01-01 15:15:00+00:00,40799.13,40862.32,40747.65,40788.04,1329.43
2024-01-01 15:20:00+00:00,40788.04,40824.01,40733.89,40782.48,455.62
2024-01-01 15:25:00+00:00,40782.48,40827.82,40720.16,40783.3,1686.7
2024-01-01 15:30:00+00:00,40783.3,40875.1,40747.93,40826.48,865.95
2024-01-01 15:35:00+00:00,40826.48,40915.11,40790.43,40851.49,910.09
2024-01-01 15:40:00+00:00,40851.49,40917.94,40788.85,40865.55,1237.49
2024-01-01 15:45:00+00:00,40865.55,40926.81,40793.83,40844.82,1210.11
2024-01-01 15:50:00+00:00,40844.82,40906.89,40758.57,40794.02,1359.52
2024-01-01 15:55:00+00:00,40794.02,40886.14,40732.41,40828.88,2104.78
2024-01-01 16:00:00+00:00,40828.88,40922.97,40772.44,40864.4,1737.31
2024-01-01 16:05:00+00:00,40864.4,40903.76,40800.67,40859.22,6743.39
2024-01-01 16:10:00+00:00,40859.22,40938.51,40825.79,40879.15,1035.63
2024-01-01 16:15:00+00:00,40879.15,40966.82,40820.86,40907.9,1915.17
2024-01-01 16:20:00+00:00,40907.9,40981.77,40870.23,40938.5,1773.85
2024-01-01 16:25:00+00:00,40938.5,41011.97,40892.09,40972.45,569.08
2024-01-01 16:30:00+00:00,40972.45,41013.95,40914.78,40955.65,2566.06
2024-01-01 16:35:00+00:00,40955.65,41072.08,40890.87,41011.49,2304.27
2024-01-01 16:40:00+00:00,41011.49,41067.19,40928.02,40965.48,1039.71
2024-01-01 16:45:00+00:00,40965.48,41045.76,40901.07,40997.25,1738.51
2024-01-01 16:50:00+00:00,40997.25,41051.15,40936.95,41015.47,1439.64
2024-01-01 16:55:00+00:00,41015.47,41109.91,40979.67,41047.72,2963.53
2024-01-01 17:00:00+00:00,41047.72,41150.43,41008.42,41117.14,1042.55
2024-01-01 17:05:00+00:00,41117.14,41211.89,41069.88,41172.07,1447.5
2024-01-01 17:10:00+00:00,41172.07,41234.67,41076.36,41129.64,914.62
2024-01-01 17:15:00+00:00,41129.64,41179.59,41003.96,41067.13,1592.21
2024-01-01 17:20:00+00:00,41067.13,41141.53,41008.31,41097.32,955.29
2024-01-01 17:25:00+00:00,41097.32,41146.91,41018.84,41059.78,448.34
2024-01-01 17:30:00+00:00,41059.78,41113.3,40995.57,41059.32,851.48
2024-01-01 17:35:00+00:00,41059.32,41145.78,41013.27,41090.35,569.15
2024-01-01 17:40:00+00:00,41090.35,41141.09,40966.43,41029.56,2032.3
2024-01-01 17:45:00+00:00,41029.56,41063.87,40911.86,40951.65,1489.8
2024-01-01 17:50:00+00:00,40951.65,40999.2,40888.31,40961.2,1276.08
2024-01-01 17:55:00+00:00,40961.2,41004.23,40898.18,40962.84,1405.99
2024-01-01 18:00:00+00:00,40962.84,41010.86,40915.97,40953.78,1510.28
2024-01-01 18:05:00+00:00,40953.78,41006.86,40894.85,40955.2,968.48
2024-01-01 18:10:00+00:00,40955.2,41013.89,40887.55,40923.48,1628.93
2024-01-01 18:15:00+00:00,40923.48,40963.01,40830.61,40867.74,2578.16
2024-01-01 18:20:00+00:00,40867.74,40904.07,40812.56,40861.61,1015.69
2024-01-01 18:25:00+00:00,40861.61,40921.45,40772.45,40825.87,852.45
2024-01-01 18:30:00+00:00,40825.87,40877.9,40729.44,40765.48,2856.24
2024-01-01 18:35:00+00:00,40765.48,40829.01,40726.42,40784.04,1747.14
2024-01-01 18:40:00+00:00,40784.04,40819.04,40732.94,40781.78,3182.04
2024-01-01 18:45:00+00:00,40781.78,40835.61,40744.94,40796.7,2089.25
2024-01-01 18:50:00+00:00,40796.7,40855.39,40698.59,40760.38,1232.86
2024-01-01 18:55:00+00:00,40760.38,40809.95,40693.11,40736.24,3314.91
2024-01-01 19:00:00+00:00,40736.24,40769.44,40649.69,40699.61,3155.17
2024-01-01 19:05:00+00:00,40699.61,40748.29,40614.59,40667.14,533.77
2024-01-01 19:10:00+00:00,40667.14,40721.06,40619.37,40674.29,1907.19
2024-01-01 19:15:00+00:00,40674.29,40731.55,40609.7,40645.62,1899.85
2024-01-01 19:20:00+00:00,40645.62,40694.25,40596.96,40658.65,1731.17
2024-01-01 19:25:00+00:00,40658.65,40716.52,40616.9,40671.08,2402.65
2024-01-01 19:30:00+00:00,40671.08,40807.69,40629.73,40745.21,1397.88
2024-01-01 19:35:00+00:00,40745.21,40801.41,40654.92,40694.14,1207.09
2024-01-01 19:40:00+00:00,40694.14,40780.45,40641.73,40726.66,2018.91
2024-01-01 19:45:00+00:00,40726.66,40772.36,40678.77,40723.38,1698.58
2024-01-01 19:50:00+00:00,40723.38,40764.12,40659.42,40722.86,584.45
2024-01-01 19:55:00+00:00,40722.86,40758.42,40622.64,40669.72,1721.2
2024-01-01 20:00:00+00:00,40669.72,40712.12,40608.2,40652.88,667.92
2024-01-01 20:05:00+00:00,40652.88,40724.45,40619.19,40680.07,2208.46
2024-01-01 20:10:00+00:00,40680.07,40726.88,40617.07,40677.05,976.01
2024-01-01 20:15:00+00:00,40677.05,40739.92,40643.33,40680.02,1360.63
2024-01-01 20:20:00+00:00,40680.02,40726.56,40624.88,40669.38,953.77
2024-01-01 20:25:00+00:00,40669.38,40765.24,40617.69,40711.64,916.19
2024-01-01 20:30:00+00:00,40711.64,40749.62,40677.12,40710.85,4664.63
2024-01-01 20:35:00+00:00,40710.85,40755.31,40588.06,40630.23,1571.4
2024-01-01 20:40:00+00:00,40630.23,40692.98,40547.08,40604.92,1759.45
2024-01-01 20:45:00+00:00,40604.92,40643.02,40472.53,40532.97,2807.45
2024-01-01 20:50:00+00:00,40532.97,40568.87,40373.61,40414.36,2232.92
2024-01-01 20:55:00+00:00,40414.36,40449.08,40358.34,40395.08,844.59
2024-01-01 21:00:00+00:00,40395.08,40476.04,40357.18,40443.56,966.47
2024-01-01 21:05:00+00:00,40443.56,40482.4,40382.41,40445.27,667.99
2024-01-01 21:10:00+00:00,40445.27,40480.42,40359.41,40402.59,943.66
2024-01-01 21:15:00+00:00,40402.59,40440.34,40319.15,40368.39,1246.32
2024-01-01 21:20:00+00:00,40368.39,40455.02,40304.56,40409.46,2672.53
2024-01-01 21:25:00+00:00,40409.46,40470.23,40365.31,40415.2,1652.55
2024-01-01 21:30:00+00:00,40415.2,40475.69,40363.93,40416.94,2074.2
2024-01-01 21:35:00+00:00,40416.94,40467.8,40371.55,40415.0,981.4
2024-01-01 21:40:00+00:00,40415.0,40452.02,40370.63,40416.39,1553.88
2024-01-01 21:45:00+00:00,40416.39,40504.64,40354.69,40445.69,3394.2
2024-01-01 21:50:00+00:00,40445.69,40519.64,40398.31,40465.8,1147.82
2024-01-01 21:55:00+00:00,40465.8,40532.9,40422.56,40473.66,1674.31
2024-01-01 22:00:00+00:00,40473.66,40530.46,40385.18,40435.67,2107.49
2024-01-01 22:05:00+00:00,40435.67,40493.19,40377.64,40454.27,994.36
2024-01-01 22:10:00+00:00,40454.27,40517.87,40382.56,40429.36,1595.42
2024-01-01 22:15:00+00:00,40429.36,40526.88,40383.73,40469.16,3438.22
2024-01-01 22:20:00+00:00,40469.16,40512.03,40361.27,40422.87,1331.13
2024-01-01 22:25:00+00:00,40422.87,40480.14,40357.87,40417.86,2745.09
2024-01-01 22:30:00+00:00,40417.86,40463.85,40382.77,40417.59,1324.92
2024-01-01 22:35:00+00:00,40417.59,40453.25,40331.87,40369.41,1695.08
2024-01-01 22:40:00+00:00,40369.41,40484.73,40333.8,40431.97,2016.59
2024-01-01 22:45:00+00:00,40431.97,40549.68,40387.14,40485.11,1315.4
2024-01-01 22:50:00+00:00,40485.11,40539.01,40406.89,40468.22,1449.0
2024-01-01 22:55:00+00:00,40468.22,40558.46,40427.31,40496.33,1766.35
2024-01-01 23:00:00+00:00,40496.33,40548.96,40454.29,40510.13,1507.13
2024-01-01 23:05:00+00:00,40510.13,40558.74,40376.34,40414.84,1819.87
2024-01-01 23:10:00+00:00,40414.84,40466.04,40379.92,40423.95,1370.65
2024-01-01 23:15:00+00:00,40423.95,40486.78,40389.11,40421.72,2413.02
2024-01-01 23:20:00+00:00,40421.72,40461.94,40372.73,40424.75,1105.21
2024-01-01 23:25:00+00:00,40424.75,40457.9,40339.1,40385.57,1012.8
2024-01-01 23:30:00+00:00,40385.57,40435.13,40337.95,40375.78,2436.96
2024-01-01 23:35:00+00:00,40375.78,40421.51,40313.73,40369.3,2785.5
2024-01-01 23:40:00+00:00,40369.3,40451.7,40316.7,40412.47,1412.93
2024-01-01 23:45:00+00:00,40412.47,40486.86,40379.62,40424.63,1809.67
2024-01-01 23:50:00+00:00,40424.63,40466.37,40385.52,40424.43,2149.03
2024-01-01 23:55:00+00:00,40424.43,40520.11,40374.41,40480.05,2119.92
2024-01-02 00:00:00+00:00,40480.05,40534.34,40407.91,40459.83,967.31
2024-01-02 00:05:00+00:00,40459.83,40523.64,40402.28,40445.64,1614.97
2024-01-02 00:10:00+00:00,40445.64,40491.48,40317.96,40379.51,1736.55
2024-01-02 00:15:00+00:00,40379.51,40493.46,40325.04,40436.54,869.1
2024-01-02 00:20:00+00:00,40436.54,40505.84,40394.87,40471.63,3547.4
2024-01-02 00:25:00+00:00,40471.63,40564.78,40409.74,40505.03,2179.85
2024-01-02 00:30:00+00:00,40505.03,40579.3,40463.33,40529.41,3104.84
2024-01-02 00:35:00+00:00,40529.41,40586.88,40474.19,40533.43,2214.68
2024-01-02 00:40:00+00:00,40533.43,40588.88,40471.38,40541.29,2098.1
2024-01-02 00:45:00+00:00,40541.29,40574.28,40480.42,40532.1,1344.47
2024-01-02 00:50:00+00:00,40532.1,40577.06,40480.83,40524.67,999.18
2024-01-02 00:55:00+00:00,40524.67,40564.33,40473.31,40526.65,1538.12
2024-01-02 01:00:00+00:00,40526.65,40620.11,40477.93,40581.79,537.23
2024-01-02 01:05:00+00:00,40581.79,40661.6,40546.44,40602.09,2785.99
2024-01-02 01:10:00+00:00,40602.09,40645.86,40543.82,40599.95,1910.38
2024-01-02 01:15:00+00:00,40599.95,40659.2,40514.58,40578.78,1158.22
2024-01-02 01:20:00+00:00,40578.78,40636.04,40500.17,40555.59,1220.24
2024-01-02 01:25:00+00:00,40555.59,40669.19,40502.77,40614.09,1365.82
2024-01-02 01:30:00+00:00,40614.09,40680.66,40568.53,40632.61,1577.85
2024-01-02 01:35:00+00:00,40632.61,40669.79,40597.72,40635.08,790.22
2024-01-02 01:40:00+00:00,40635.08,40694.14,40559.38,40622.42,757.96
2024-01-02 01:45:00+00:00,40622.42,40655.8,40522.92,40581.87,2828.94
2024-01-02 01:50:00+00:00,40581.87,40626.77,40541.4,40579.43,1061.31
2024-01-02 01:55:00+00:00,40579.43,40672.63,40535.99,40611.34,1493.66
2024-01-02 02:00:00+00:00,40611.34,40668.31,40542.14,40596.99,2753.4
2024-01-02 02:05:00+00:00,40596.99,40648.36,40540.44,40588.69,1126.59
2024-01-02 02:10:00+00:00,40588.69,40641.61,40518.35,40580.61,2705.36
2024-01-02 02:15:00+00:00,40580.61,40647.41,40517.41,40584.61,1867.93
2024-01-02 02:20:00+00:00,40584.61,40642.08,40475.71,40526.43,1979.55
2024-01-02 02:25:00+00:00,40526.43,40576.43,40472.07,40517.84,694.5
2024-01-02 02:30:00+00:00,40517.84,40562.27,40424.34,40486.69,997.42
2024-01-02 02:35:00+00:00,40486.69,40554.98,40447.38,40518.92,1217.27
2024-01-02 02:40:00+00:00,40518.92,40578.25,40449.54,40490.82,2478.26
2024-01-02 02:45:00+00:00,40490.82,40569.98,40450.59,40511.85,1198.22
2024-01-02 02:50:00+00:00,40511.85,40620.87,40467.33,40567.43,1251.67
2024-01-02 02:55:00+00:00,40567.43,40628.87,40522.28,40555.98,1981.27
2024-01-02 03:00:00+00:00,40555.98,40589.38,40499.04,40534.02,4637.83
2024-01-02 03:05:00+00:00,40534.02,40576.77,40482.16,40541.0,2165.45
2024-01-02 03:10:00+00:00,40541.0,40592.91,40484.56,40540.93,1895.4
2024-01-02 03:15:00+00:00,40540.93,40605.69,40467.59,40504.68,1540.79
2024-01-02 03:20:00+00:00,40504.68,40584.15,40457.84,40521.48,876.09
2024-01-02 03:25:00+00:00,40521.48,40648.29,40465.62,40594.98,2064.15
2024-01-02 03:30:00+00:00,40594.98,40630.96,40540.33,40585.55,955.3
2024-01-02 03:35:00+00:00,40585.55,40635.88,40527.67,40578.14,474.29
2024-01-02 03:40:00+00:00,40578.14,40630.58,40482.71,40539.98,1354.5
2024-01-02 03:45:00+00:00,40539.98,40609.38,40490.5,40551.62,2536.8
